timestamp,open,high,low,close,volume
2025-09-05 02:00:00,2.8048,2.8139,2.802,2.8103,3988524.0
2025-09-05 03:00:00,2.8104,2.8104,2.7979,2.8071,2170754.0
2025-09-05 04:00:00,2.8071,2.8172,2.8034,2.8163,2009548.2
2025-09-05 05:00:00,2.8164,2.8209,2.8106,2.8119,2763255.2
2025-09-05 06:00:00,2.8119,2.8141,2.8041,2.8136,3006191.6
2025-09-05 07:00:00,2.8137,2.8496,2.8137,2.8443,7822668.8
2025-09-05 08:00:00,2.8443,2.8457,2.8327,2.8437,3377383.7
2025-09-05 09:00:00,2.8437,2.8493,2.8284,2.8449,4955649.0
2025-09-05 10:00:00,2.8449,2.8543,2.8388,2.8391,3894206.0
2025-09-05 11:00:00,2.8391,2.8473,2.8386,2.8439,1850799.1
2025-09-05 12:00:00,2.8439,2.8788,2.8352,2.8757,19127479.7
2025-09-05 13:00:00,2.8757,2.8849,2.8635,2.8816,8071536.7
2025-09-05 14:00:00,2.8815,2.8815,2.8,2.8094,18220253.0
2025-09-05 15:00:00,2.8093,2.827,2.8006,2.8148,4997123.6
2025-09-05 16:00:00,2.8148,2.8169,2.8044,2.8141,3873062.6
2025-09-05 17:00:00,2.8141,2.8196,2.8037,2.8179,2991705.8
2025-09-05 18:00:00,2.8179,2.8398,2.8132,2.8355,2854218.4
2025-09-05 19:00:00,2.8355,2.865,2.8333,2.8648,4845457.2
2025-09-05 20:00:00,2.8648,2.8653,2.8464,2.8501,4540040.0
2025-09-05 21:00:00,2.8501,2.8519,2.8216,2.8226,4794773.5
2025-09-05 22:00:00,2.8225,2.8274,2.8165,2.8188,1882369.5
2025-09-05 23:00:00,2.8189,2.8239,2.8141,2.8147,2161600.6
2025-09-06 00:00:00,2.8146,2.8236,2.8138,2.8155,1820217.9
2025-09-06 01:00:00,2.8155,2.82,2.8123,2.8183,1389224.7
2025-09-06 02:00:00,2.8182,2.8258,2.8126,2.823,1870290.9
2025-09-06 03:00:00,2.8229,2.8289,2.8198,2.827,853050.3
2025-09-06 04:00:00,2.827,2.827,2.8155,2.8169,780137.6
2025-09-06 05:00:00,2.8169,2.8179,2.8138,2.8143,781523.8
2025-09-06 06:00:00,2.8142,2.8175,2.8135,2.8172,564066.8
2025-09-06 07:00:00,2.8171,2.8214,2.8164,2.8204,622658.6
2025-09-06 08:00:00,2.8204,2.8206,2.815,2.8153,632248.1
2025-09-06 09:00:00,2.8153,2.8153,2.8075,2.8087,1975749.4
2025-09-06 10:00:00,2.8086,2.8111,2.8044,2.8072,1269490.4
2025-09-06 11:00:00,2.8072,2.8072,2.8011,2.8064,1465532.2
2025-09-06 12:00:00,2.8064,2.8107,2.8044,2.8087,1839382.7
2025-09-06 13:00:00,2.8086,2.8179,2.8081,2.814,1608568.8
2025-09-06 14:00:00,2.814,2.8155,2.8105,2.8113,1085335.8
2025-09-06 15:00:00,2.8113,2.8176,2.8005,2.8021,2003248.2
2025-09-06 16:00:00,2.8021,2.808,2.7976,2.8006,2969709.4
2025-09-06 17:00:00,2.8006,2.8042,2.7968,2.7997,1514973.0
2025-09-06 18:00:00,2.7997,2.8037,2.7984,2.8007,1356967.8
2025-09-06 19:00:00,2.8007,2.8019,2.7927,2.7944,1336900.6
2025-09-06 20:00:00,2.7943,2.8023,2.7943,2.8023,768886.3
2025-09-06 21:00:00,2.8023,2.8072,2.8,2.806,1046088.5
2025-09-06 22:00:00,2.806,2.8097,2.8032,2.8055,972319.7
2025-09-06 23:00:00,2.8056,2.8127,2.8032,2.8098,862975.1
2025-09-07 00:00:00,2.8098,2.817,2.8092,2.8154,747517.9
2025-09-07 01:00:00,2.8154,2.8237,2.8153,2.8214,1052621.7
2025-09-07 02:00:00,2.8215,2.8239,2.816,2.8226,721367.2
2025-09-07 03:00:00,2.8227,2.8256,2.8206,2.8223,745801.5
2025-09-07 04:00:00,2.8223,2.8231,2.8187,2.8216,1142843.2
2025-09-07 05:00:00,2.8217,2.8264,2.8215,2.8247,1064200.2
2025-09-07 06:00:00,2.8248,2.825,2.8175,2.82,1404671.2
2025-09-07 07:00:00,2.82,2.8345,2.8199,2.8308,1962676.8
2025-09-07 08:00:00,2.8308,2.8374,2.8295,2.8327,1467333.2
2025-09-07 09:00:00,2.8327,2.8365,2.8272,2.8308,1343195.1
2025-09-07 10:00:00,2.8308,2.8317,2.8257,2.8308,953018.2
2025-09-07 11:00:00,2.8307,2.8327,2.8298,2.8315,806906.8
2025-09-07 12:00:00,2.8316,2.8358,2.8289,2.8354,1069099.9
2025-09-07 13:00:00,2.8354,2.8499,2.8327,2.8485,3592876.3
2025-09-07 14:00:00,2.8486,2.9285,2.8462,2.8852,27553864.3
2025-09-07 15:00:00,2.8852,2.9014,2.8721,2.9001,7606146.4
2025-09-07 16:00:00,2.9002,2.9008,2.8775,2.8912,4353825.0
2025-09-07 17:00:00,2.8913,2.8939,2.8581,2.8597,5214057.5
2025-09-07 18:00:00,2.8596,2.8679,2.8507,2.8583,4108199.8
2025-09-07 19:00:00,2.8583,2.8678,2.8541,2.8627,2791887.5
2025-09-07 20:00:00,2.8627,2.8799,2.8614,2.8799,2390104.1
2025-09-07 21:00:00,2.88,2.8809,2.8587,2.8587,2701159.0
2025-09-07 22:00:00,2.8587,2.8779,2.8553,2.8773,3789549.5
2025-09-07 23:00:00,2.8774,2.8921,2.8763,2.877,4193916.8
2025-09-08 00:00:00,2.877,2.885,2.8656,2.8693,4028828.4
2025-09-08 01:00:00,2.8693,2.8861,2.8667,2.8803,2397833.5
2025-09-08 02:00:00,2.8804,2.8883,2.8627,2.8861,3964481.5
2025-09-08 03:00:00,2.886,2.9,2.8829,2.889,5054717.7
2025-09-08 04:00:00,2.889,2.8922,2.8765,2.8801,3417075.0
2025-09-08 05:00:00,2.8802,2.8957,2.8781,2.8927,3678844.8
2025-09-08 06:00:00,2.8927,2.8944,2.8739,2.8758,4015951.3
2025-09-08 07:00:00,2.8758,2.9111,2.8757,2.9106,7345407.4
2025-09-08 08:00:00,2.9106,2.92,2.9033,2.9096,6556427.5
2025-09-08 09:00:00,2.9095,2.9358,2.904,2.9332,4630642.1
2025-09-08 10:00:00,2.9333,2.955,2.9254,2.9509,8887669.4
2025-09-08 11:00:00,2.9508,2.951,2.9296,2.9362,5596555.4
