timestamp,open,high,low,close,volume
2025-09-05 08:00:00+00:00,4413.83,4579.98,4054.38,4417.38,123.5195
2025-09-05 12:00:00+00:00,4417.99,4495.8,3500.0,4280.15,1073.0225
2025-09-05 16:00:00+00:00,4282.32,4612.48,3460.59,4328.47,586.3543
2025-09-05 20:00:00+00:00,4334.44,4795.44,3826.39,4306.98,322.2839
2025-09-06 00:00:00+00:00,4306.99,5170.45,3344.99,4319.77,367.4974
2025-09-06 04:00:00+00:00,4320.3,5169.45,3150.53,4312.27,281.8584
2025-09-06 08:00:00+00:00,4313.31,5406.8,900.0,4299.89,344.0794
2025-09-06 12:00:00+00:00,4299.62,4727.78,3961.23,4270.38,443.15
2025-09-06 16:00:00+00:00,4270.38,4337.77,4233.18,4255.36,263.8926
2025-09-06 20:00:00+00:00,4254.79,4918.14,4253.83,4272.72,204.8698
2025-09-07 00:00:00+00:00,4273.95,4712.12,4271.81,4297.39,177.0413
2025-09-07 04:00:00+00:00,4296.9,4303.42,4281.08,4292.66,389.046
2025-09-07 08:00:00+00:00,4295.27,4712.12,4291.65,4309.87,211.9079
2025-09-07 12:00:00+00:00,4310.87,4361.46,4290.58,4299.05,198.2444
2025-09-07 16:00:00+00:00,4299.38,4301.38,4253.0,4293.3,169.794
2025-09-07 20:00:00+00:00,4292.13,4376.28,4253.0,4306.19,453.293
2025-09-08 00:00:00+00:00,4306.2,4389.48,1200.0,4309.16,451.8887
2025-09-08 04:00:00+00:00,4312.5,4853.05,1200.0,4291.71,1139.3304
2025-09-08 08:00:00+00:00,4291.77,4336.58,4284.32,4313.2,403.5958
2025-09-08 12:00:00+00:00,4312.81,5263.07,4297.42,4370.9,346.1775
2025-09-08 16:00:00+00:00,4370.32,4577.0,4284.9,4287.55,204.2807
2025-09-08 20:00:00+00:00,4292.52,4332.14,4005.2,4306.37,4926.4832
2025-09-09 00:00:00+00:00,4306.37,4314.83,1200.0,4308.33,444.4214
2025-09-09 04:00:00+00:00,4308.33,4381.64,4278.51,4360.14,944.6465
2025-09-09 08:00:00+00:00,4361.27,4366.18,4343.15,4346.79,762.3132
2025-09-09 12:00:00+00:00,4346.78,5235.79,4264.06,4285.71,1262.4341
2025-09-09 16:00:00+00:00,4285.25,5198.35,1200.0,4295.71,1411.99
2025-09-09 20:00:00+00:00,4295.7,4370.28,1200.0,4308.96,711.9573
2025-09-10 00:00:00+00:00,4309.31,4370.28,4285.26,4319.74,810.5917
2025-09-10 04:00:00+00:00,4319.73,4370.28,4061.83,4329.92,2468.8582
2025-09-10 08:00:00+00:00,4329.82,4371.01,4313.06,4331.3,28041.8213
2025-09-10 12:00:00+00:00,4331.31,4478.07,4327.92,4406.99,2339.3901
2025-09-10 16:00:00+00:00,4404.44,16480.0,1185.0,4322.89,3156.0006
2025-09-10 20:00:00+00:00,4322.9,12615.12,850.0,4348.74,4897.3337
2025-09-11 00:00:00+00:00,4348.74,4407.54,4338.83,4404.36,972.891
2025-09-11 04:00:00+00:00,4404.36,4449.01,4395.83,4440.52,1253.3875
2025-09-11 08:00:00+00:00,4440.41,4443.78,4331.03,4429.81,1588.962
2025-09-11 12:00:00+00:00,4429.8,9923.2,4371.25,4413.07,1866.9479
2025-09-11 16:00:00+00:00,4412.52,4447.13,4407.57,4422.79,1117.3406
2025-09-11 20:00:00+00:00,4423.69,4468.8,4415.4,4459.48,1074.4444
2025-09-12 00:00:00+00:00,4458.82,4532.09,4450.8,4505.61,1307.846
2025-09-12 04:00:00+00:00,4506.13,4558.64,4500.4,4526.04,976.6866
